config,selected_k,formula,best_polymorph_score,formula_background_percentile,reserved_formula
short,4,BiCl3,0.9972182512283325,85.84686774941996,False
short,4,BiF3,0.9807122945785522,41.53132250580047,False
short,4,BiF5,0.9909901022911072,68.67749419953596,False
short,4,BiI3,0.9986563324928284,92.80742459396751,False
short,4,BiI,0.849083423614502,13.68909512761021,False
short,4,CaBr2,0.981537401676178,44.31554524361949,False
short,4,CaCl2,0.9816053509712219,44.779582366589324,False
short,4,CaF2,0.9661476016044617,23.4338747099768,False
short,4,CaI2,0.9826081991195679,47.79582366589327,False
short,4,Cd13I28,0.9923775792121887,71.6937354988399,False
short,4,CdBr2,0.9841558337211609,50.580046403712295,False
short,4,CdCl2,0.9850438833236694,52.204176334106734,False
short,4,CdCl4,0.9600148797035217,19.25754060324826,False
short,4,CdF2,0.9661477208137512,24.361948955916475,False
short,4,CdI2,0.9914230108261108,69.60556844547564,False
short,4,Ce2Br5,0.9890482425689697,61.94895591647332,False
short,4,CeBr3,0.9816038608551025,44.5475638051044,False
short,4,CeCl3,0.9798699021339417,39.21113689095127,False
short,4,CeF3,0.97640460729599,32.94663573085847,False
short,4,CeF4,0.9882579445838928,59.62877030162414,False
short,4,CoBr2,0.9862645268440247,55.68445475638051,False
short,4,CoBr,0.6886653900146484,0.9280742459396751,False
short,4,CoCl2,0.9866206049919128,57.076566125290014,False
short,4,CoF2,0.9829114079475403,48.25986078886311,False
short,4,CoF3,0.9987093806266785,93.03944315545245,False
short,4,CoI2,0.9862465858459473,55.4524361948956,False
short,4,Cr2F5,0.9939342737197876,75.1740139211137,False
short,4,CrBr2,0.9803324341773987,40.835266821345705,False
short,4,CrBr3,0.9994097352027893,96.2877030162413,False
short,4,CrCl2,0.9793635010719299,37.58700696055685,False
short,4,CrCl3,0.9990285634994507,95.1276102088167,False
short,4,CrF2,0.980950117111206,42.459396751740144,False
short,4,CrF3,0.9988492131233215,93.96751740139212,False
short,4,CrF4,0.997140109539032,85.38283062645012,False
short,4,CrF5,0.9977864623069763,88.39907192575406,False
short,4,CrI2,0.9813748598098755,43.38747099767982,False
short,4,CsBr3,0.9478129148483276,18.097447795823665,False
short,4,CsBr,0.8047839403152466,8.120649651972158,False
short,4,CsCl,0.8047839403152466,8.120649651972158,False
short,4,CsF,0.8047838807106018,5.336426914153132,False
short,4,CsI3,0.9745820760726929,30.39443155452436,False
short,4,CsI4,0.9822326302528381,47.09976798143852,False
short,4,CsI,0.8047839403152466,8.120649651972158,False
short,4,CuBr2,0.9787275791168213,36.65893271461717,False
short,4,CuBr,0.818516194820404,11.600928074245939,False
short,4,CuCl2,0.9789646863937378,37.12296983758701,False
short,4,CuCl,0.8182340264320374,11.1368909512761,False
short,4,CuF2,0.9821025729179382,46.635730858468676,False
short,4,CuF,0.8184694647789001,11.36890951276102,False
short,4,CuI,0.8213890194892883,12.064965197215777,False
short,4,Dy5Cl11,0.9849042892456055,51.74013921113689,False
short,4,DyBr2,0.9728362560272217,29.23433874709977,False
short,4,DyCl3,0.989314079284668,63.341067285382834,False
short,4,Er4I5,0.8731232285499573,13.921113689095128,False
short,4,Er6I7,0.8875790238380432,15.081206496519723,False
short,4,ErF3,0.9768319725990295,34.106728538283065,False
short,4,EuBr2,0.9709835648536682,27.842227378190255,False
short,4,EuCl2,0.9654289484024048,22.2737819025522,False
short,4,EuCl3,0.9812405109405518,43.1554524361949,False
short,4,EuF2,0.9661476016044617,23.4338747099768,False
short,4,EuF3,0.9794525504112244,37.81902552204176,False
short,4,EuI2,0.9775049090385437,34.5707656612529,False
short,4,FeBr2,0.9861180782318115,54.060324825986086,False
short,4,FeBr3,0.9994680285453796,97.21577726218096,False
short,4,FeCl2,0.9861910939216614,54.75638051044084,False
short,4,FeCl3,1.0000001192092896,100.0,True
short,4,FeF2,0.9831344485282898,48.95591647331787,False
