formula,median_mean_percentile,min_mean_percentile,median_nearest_percentile,min_nearest_percentile,settings
SrCl2,22.714486638537274,20.675105485232066,27.848101265822784,26.582278481012654,6
CdF2,22.644163150492265,20.393811533052038,27.566807313642755,26.441631504922647,6
EuBr2,22.573839662447256,21.80028129395218,29.957805907172997,28.41068917018284,6
BaF2,22.573839662447256,20.534458509142052,27.777777777777775,26.72292545710267,6
BeI2,22.573839662447256,19.40928270042194,23.347398030942333,20.253164556962027,6
NdI2,22.50351617440225,21.237693389592124,30.59071729957806,24.613220815752463,6
GaBr2,22.36286919831224,20.112517580872012,19.549929676511955,19.12798874824191,6
TiF2,22.22222222222222,20.253164556962027,27.49648382559775,26.441631504922647,6
CaF2,22.22222222222222,20.112517580872012,27.285513361462726,26.300984528832632,6
LaI2,21.870604781997187,20.393811533052038,29.39521800281294,24.331926863572434,6
Nb6I11,21.659634317862164,19.971870604781998,20.88607594936709,20.112517580872012,6
In4Br7,21.30801687763713,18.70604781997187,18.917018284106895,18.846694796061886,6
BaI2,20.88607594936709,19.268635724331926,26.441631504922643,25.738396624472575,6
EuCl2,20.60478199718706,19.12798874824191,26.582278481012658,25.738396624472575,6
BaBr2,20.464135021097047,18.9873417721519,26.090014064697606,25.17580872011252,6
Sc7Cl12,20.253164556962027,18.28410689170183,20.815752461322084,18.424753867791843,6
BeCl2,19.831223628691983,18.565400843881857,24.19127988748242,19.971870604781998,6
